GeneID	UniqueNAME
KH2013:KH.C2.976	IRC5
KH2013:KH.C2.443	KH2013:KH.C2.443
KH2013:KH.C2.1007	KH2013:KH.C2.1007_FBXL20
KH2013:KH.C2.201	KH2013:KH.C2.201
KH2013:KH.C2.111	KH2013:KH.C2.111
KH2013:KH.C2.1024	HUS1
KH2013:KH.C2.321	MOB2
KH2013:KH.C2.836	KH2013:KH.C2.836
KH2013:KH.C2.231	RFC1
KH2013:KH.C2.14	Ci-R1CiGC26c12
KH2013:KH.C2.296	KH2013:KH.C2.296
KH2013:KH.C2.676	ARHGEF17
KH2013:KH.C2.635	KH2013:KH.C2.635
KH2013:KH.C2.551	RPL31
KH2013:KH.C2.172	UTP15
KH2013:KH.C2.1018	KH2013:KH.C2.1018
KH2013:KH.C2.211	C10ORF57
KH2013:KH.C2.543	PDE10A
KH2013:KH.C2.124	LCLAT1
KH2013:KH.C2.685	DCTN1
KH2013:KH.C2.108	RPS3
KH2013:KH.C2.821	CCNA1/2
KH2013:KH.C2.141	RPL17
KH2013:KH.C2.966	KH2013:KH.C2.966_CG3038
KH2013:KH.C2.767	KH2013:KH.C2.767_ADRB1/2/3
KH2013:KH.C2.466	FAM199X
KH2013:KH.C2.520	NOM1
KH2013:KH.C2.430	METTL18
KH2013:KH.C2.496	C7ORF50
KH2013:KH.C2.450	KH2013:KH.C2.450
KH2013:KH.C2.1094	XPNPEP3
KH2013:KH.C2.11	SLC25A48
KH2013:KH.C2.856	KH2013:KH.C2.856
KH2013:KH.C2.548	SRL
KH2013:KH.C2.714	DCAF13
KH2013:KH.C2.839	GSTZ1
KH2013:KH.C2.642	KH2013:KH.C2.642
KH2013:KH.C2.39	UTP11L
KH2013:KH.C2.140	TMSB15B1/2
KH2013:KH.C2.389	KH2013:KH.C2.389_STIP1
KH2013:KH.C2.659	ZCCHC7
KH2013:KH.C2.652	CKAP2
KH2013:KH.C2.383	C4ORF33
KH2013:KH.C2.117	KH2013:KH.C2.117
KH2013:KH.C2.47	KH2013:KH.C2.47
KH2013:KH.C2.712	KH2013:KH.C2.712
KH2013:KH.C2.175	ACTL6B
KH2013:KH.C2.911	MARS2
KH2013:KH.C2.202	KH2013:KH.C2.202
KH2013:KH.C2.88	CDC27
KH2013:KH.C2.318	POLH
KH2013:KH.C2.761	KH2013:KH.C2.761_CERS1
KH2013:KH.C2.693	RPS3A
KH2013:KH.C2.794	KH2013:KH.C2.794
KH2013:KH.C2.63	KH2013:KH.C2.63
KH2013:KH.C2.591	KH2013:KH.C2.591_C5ORF4
KH2013:KH.C2.699	SLX4
KH2013:KH.C2.906	KH2013:KH.C2.906
KH2013:KH.C2.150	CIB
KH2013:KH.C2.273	KH2013:KH.C2.273
KH2013:KH.C2.977	KH2013:KH.C2.977
KH2013:KH.C2.148	KH2013:KH.C2.148
KH2013:KH.C2.478	KH2013:KH.C2.478
KH2013:KH.C2.251	KH2013:KH.C2.251
KH2013:KH.C2.792	KH2013:KH.C2.792_CG9550
KH2013:KH.C2.185	GPN3
KH2013:KH.C2.264	KH2013:KH.C2.264
KH2013:KH.C2.1059	KH2013:KH.C2.1059
KH2013:KH.C2.417	GTPBP3
KH2013:KH.C2.271	KH2013:KH.C2.271
KH2013:KH.C2.970	KH2013:KH.C2.970_SRD5A3
KH2013:KH.C2.50	SPRA
KH2013:KH.C2.981	SC4MOL
KH2013:KH.C2.207	KH2013:KH.C2.207_Y106G6H.5
KH2013:KH.C2.391	CES2C
KH2013:KH.C2.834	KH2013:KH.C2.834_ACHE
KH2013:KH.C2.149	NCAPD3
KH2013:KH.C2.459	C6ST-like1
KH2013:KH.C2.431	KH2013:KH.C2.431_ACOX2
KH2013:KH.C2.888	KH2013:KH.C2.888
KH2013:KH.C2.518	DNAJB2/3/6/7/8
KH2013:KH.C2.2	WDR55
KH2013:KH.C2.366	KIAA1109
KH2013:KH.C2.522	KH2013:KH.C2.522
KH2013:KH.C2.221	KH2013:KH.C2.221
KH2013:KH.C2.278	UFSP2
KH2013:KH.C2.298	SDF2L1
KH2013:KH.C2.657	KH2013:KH.C2.657
KH2013:KH.C2.240	ATP10B
KH2013:KH.C2.946	ATP11B
KH2013:KH.C2.94	KH2013:KH.C2.94
KH2013:KH.C2.805	KH2013:KH.C2.805
KH2013:KH.C2.732	KH2013:KH.C2.732
KH2013:KH.C2.818	KH2013:KH.C2.818
KH2013:KH.C2.1085	KH2013:KH.C2.1085_FBXL20
KH2013:KH.C2.865	CCKAR
KH2013:KH.C2.255	GEMIN5
KH2013:KH.C2.263	KH2013:KH.C2.263
KH2013:KH.C2.882	KH2013:KH.C2.882
KH2013:KH.C2.23	ZNF704
KH2013:KH.C2.892	KH2013:KH.C2.892_ACOX2
KH2013:KH.C2.284	AIFM1
KH2013:KH.C2.143	RAB9B
KH2013:KH.C2.1125	TXNDC9
KH2013:KH.C2.46	MCTS1/2
KH2013:KH.C2.901	KH2013:KH.C2.901
KH2013:KH.C2.769	KH2013:KH.C2.769
KH2013:KH.C2.1017	SLC30A5
KH2013:KH.C2.1139	KH2013:KH.C2.1139
KH2013:KH.C2.802	KH2013:KH.C2.802
KH2013:KH.C2.1142	KH2013:KH.C2.1142
KH2013:KH.C2.983	KH2013:KH.C2.983_DHRS2/4
KH2013:KH.C2.270	C11ORF82
KH2013:KH.C2.883	KH2013:KH.C2.883_DHRS2/4
KH2013:KH.C2.775	USP47
KH2013:KH.C2.597	KH2013:KH.C2.597
KH2013:KH.C2.415	NDUFS3
KH2013:KH.C2.341	KH2013:KH.C2.341
KH2013:KH.C2.750	C2ORF29
KH2013:KH.C2.1042	C16ORF57
KH2013:KH.C2.20	KH2013:KH.C2.20
KH2013:KH.C2.1013	KH2013:KH.C2.1013_SRPX/2
KH2013:KH.C2.145	USPL1
KH2013:KH.C2.599	FOLR1/2/4
KH2013:KH.C2.573	SMAD1/5/9
KH2013:KH.C2.527	UBN1/2
KH2013:KH.C2.465	KH2013:KH.C2.465_GST-1/10/25/41
KH2013:KH.C2.327	AFF1/2/3/4
KH2013:KH.C2.92	AGFG1/2
KH2013:KH.C2.611	KH2013:KH.C2.611_GLIPR2
KH2013:KH.C2.603	NDST1/2/3/4
KH2013:KH.C2.472	DNAJC12
KH2013:KH.C2.730	KH2013:KH.C2.730_RNF149
KH2013:KH.C2.349	ZDHHC15/2/20
KH2013:KH.C2.256	PRAF2
KH2013:KH.C2.1067	SRBD1
KH2013:KH.C2.12	KH2013:KH.C2.12_GLIPR2
KH2013:KH.C2.455	TPTE/2
KH2013:KH.C2.36	FTMT
KH2013:KH.C2.229	KH2013:KH.C2.229_GPM6B
KH2013:KH.C2.65	KH2013:KH.C2.65_C14ORF166B
KH2013:KH.C2.612	SLC3A2
KH2013:KH.C2.746	ZNRD1
KH2013:KH.C2.528	KH2013:KH.C2.528_ANAPC1
KH2013:KH.C2.679	KH2013:KH.C2.679
KH2013:KH.C2.158	KH2013:KH.C2.158_ENPP1/2/3
KH2013:KH.C2.1066	KH2013:KH.C2.1066
KH2013:KH.C2.1004	KH2013:KH.C2.1004_AGMAT
KH2013:KH.C2.118	KH2013:KH.C2.118_ENPP1/2/3
KH2013:KH.C2.663	KH2013:KH.C2.663
KH2013:KH.C2.325	KH2013:KH.C2.325_MOV10
KH2013:KH.C2.422	TES
KH2013:KH.C2.1029	KH2013:KH.C2.1029_AGMAT
KH2013:KH.C2.1119	GALC
KH2013:KH.C2.505	C2ORF68
KH2013:KH.C2.447	KH2013:KH.C2.447_HPDL
KH2013:KH.C2.853	KH2013:KH.C2.853
KH2013:KH.C2.193	DCAF10
KH2013:KH.C2.7	KH2013:KH.C2.7
KH2013:KH.C2.382	METTL19
KH2013:KH.C2.586	GM11435
KH2013:KH.C2.308	KH2013:KH.C2.308_MAM3
KH2013:KH.C2.510	C9H2ORF15
KH2013:KH.C2.511	POLR2C
KH2013:KH.C2.163	KH2013:KH.C2.163_MUP1/3
KH2013:KH.C2.820	KH2013:KH.C2.820_MUP1/3
KH2013:KH.C2.707	KH2013:KH.C2.707
KH2013:KH.C2.993	CATSPER4
KH2013:KH.C2.757	TRPC3/6/7
KH2013:KH.C2.596	STARD10
KH2013:KH.C2.722	RGN
KH2013:KH.C2.1127	KH2013:KH.C2.1127
KH2013:KH.C2.199	DCHS1
KH2013:KH.C2.1108	INTS12
KH2013:KH.C2.916	KH2013:KH.C2.916
KH2013:KH.C2.674	GCY-32/34/35/36/37
KH2013:KH.C2.183	MSL3
KH2013:KH.C2.120	ANKRD49
KH2013:KH.C2.736	KH2013:KH.C2.736
KH2013:KH.C2.179	ATP8A1/2
KH2013:KH.C2.932	COL6A5
KH2013:KH.C2.491	KH2013:KH.C2.491
KH2013:KH.C2.167	FAM108B/1
KH2013:KH.C2.1078	NCDN
KH2013:KH.C2.58	NEK1
KH2013:KH.C2.222	KH2013:KH.C2.222
KH2013:KH.C2.286	GGT7
KH2013:KH.C2.555	KH2013:KH.C2.555
KH2013:KH.C2.275	KH2013:KH.C2.275
KH2013:KH.C2.965	GLP1R
KH2013:KH.C2.362	KIF3A
KH2013:KH.C2.644	KH2013:KH.C2.644_NPTX1/2
KH2013:KH.C2.64	KH2013:KH.C2.64_SLC6A6
KH2013:KH.C2.467	KH2013:KH.C2.467_MP1
KH2013:KH.C2.812	PLEKHB1/2
KH2013:KH.C2.26	LARS
KH2013:KH.C2.1015	KH2013:KH.C2.1015
KH2013:KH.C2.1061	NOL9
KH2013:KH.C2.279	KH2013:KH.C2.279
KH2013:KH.C2.345	TM9SF3
KH2013:KH.C2.897	KH2013:KH.C2.897
KH2013:KH.C2.698	INTS9
KH2013:KH.C2.392	ADH5
KH2013:KH.C2.764	SNX25
KH2013:KH.C2.747	PIGA
KH2013:KH.C2.226	SLC39A12/4
KH2013:KH.C2.361	KH2013:KH.C2.361
KH2013:KH.C2.96	KH2013:KH.C2.96
KH2013:KH.C2.554	KH2013:KH.C2.554_SRD5A3
KH2013:KH.C2.1011	KH2013:KH.C2.1011
KH2013:KH.C2.709	KH2013:KH.C2.709
KH2013:KH.C2.1071	LIPL-1/2/3/5/6
KH2013:KH.C2.470	KH2013:KH.C2.470_PKD1L2
KH2013:KH.C2.514	KH2013:KH.C2.514_ENPP1/2/3
KH2013:KH.C2.776	MID1/2
KH2013:KH.C2.689	KH2013:KH.C2.689_SQSTM1
KH2013:KH.C2.134	RNF14
KH2013:KH.C2.62	KH2013:KH.C2.62_MGAT4B
KH2013:KH.C2.858	CYB5R4
KH2013:KH.C2.152	KH2013:KH.C2.152
KH2013:KH.C2.285	KH2013:KH.C2.285
KH2013:KH.C2.300	KH2013:KH.C2.300_CES1/2/3
KH2013:KH.C2.1133	KH2013:KH.C2.1133_CES1/2/3
KH2013:KH.C2.887	LRBA
KH2013:KH.C2.219	KH2013:KH.C2.219
KH2013:KH.C2.1031	KH2013:KH.C2.1031
KH2013:KH.C2.402	MAB21L1/2
KH2013:KH.C2.6	POLR1D
KH2013:KH.C2.373	KH2013:KH.C2.373_EDE1
KH2013:KH.C2.170	ODZ1/2/3/4
KH2013:KH.C2.760	KH2013:KH.C2.760
KH2013:KH.C2.489	KH2013:KH.C2.489
KH2013:KH.C2.290	GABPA
KH2013:KH.C2.310	TMEM185B
KH2013:KH.C2.133	KH2013:KH.C2.133_HMCN1
KH2013:KH.C2.1130	KH2013:KH.C2.1130_GSTO1/2
KH2013:KH.C2.1137	KH2013:KH.C2.1137
KH2013:KH.C2.280	KH2013:KH.C2.280_GSTO1/2
KH2013:KH.C2.594	KH2013:KH.C2.594
KH2013:KH.C2.692	FAM48A
KH2013:KH.C2.870	NAE1
KH2013:KH.C2.457	KH2013:KH.C2.457
KH2013:KH.C2.401	MORF4L1/2
KH2013:KH.C2.237	TBCC
KH2013:KH.C2.990	KH2013:KH.C2.990
KH2013:KH.C2.598	GEN/1
KH2013:KH.C2.154	KH2013:KH.C2.154
KH2013:KH.C2.403	DNAH17
KH2013:KH.C2.740	KH2013:KH.C2.740
KH2013:KH.C2.557	CHM
KH2013:KH.C2.164	NGRN
KH2013:KH.C2.630	CTU1
KH2013:KH.C2.38	SLC36A1/2/3/4
KH2013:KH.C2.616	HARS/2
KH2013:KH.C2.738	KH2013:KH.C2.738_CWH43
KH2013:KH.C2.305	YIPF6
KH2013:KH.C2.749	UBR5
KH2013:KH.C2.372	KH2013:KH.C2.372
KH2013:KH.C2.102	KH2013:KH.C2.102
KH2013:KH.C2.367	KH2013:KH.C2.367_VIR-1
KH2013:KH.C2.40	KH2013:KH.C2.40_VIR-1
KH2013:KH.C2.801	KLP-3
KH2013:KH.C2.239	YNR064C
KH2013:KH.C2.1120	KH2013:KH.C2.1120
KH2013:KH.C2.48	KH2013:KH.C2.48
KH2013:KH.C2.1095	EPHB1
KH2013:KH.C2.660	PTGS2
KH2013:KH.C2.78	SCOC
KH2013:KH.C2.646	KH2013:KH.C2.646
KH2013:KH.C2.922	KH2013:KH.C2.922_HMCN1
KH2013:KH.C2.613	SLC30A9
KH2013:KH.C2.582	C7ORF25
KH2013:KH.C2.136	KH2013:KH.C2.136_AGP1/2/3
KH2013:KH.C2.80	C2ORF55
KH2013:KH.C2.930	PTC2/3
KH2013:KH.C2.777	KH2013:KH.C2.777_MOXD1
KH2013:KH.C2.127	CCR2/3
KH2013:KH.C2.703	KH2013:KH.C2.703_CUBN
KH2013:KH.C2.1070	KH2013:KH.C2.1070_TLL1/2
KH2013:KH.C2.986	KH2013:KH.C2.986_TLL1/2
KH2013:KH.C2.1118	KH2013:KH.C2.1118_CUBN
KH2013:KH.C2.5	ARAP1/2/3
KH2013:KH.C2.934	KH2013:KH.C2.934_CUBN
KH2013:KH.C2.1048	UBOX5
KH2013:KH.C2.819	CORO7
KH2013:KH.C2.717	KH2013:KH.C2.717_ADRB2
KH2013:KH.C2.785	VASN
KH2013:KH.C2.531	EFHA2
KH2013:KH.C2.815	OSTM1
KH2013:KH.C2.125	FGF10/16/20/22/3/7/9
KH2013:KH.C2.881	AVT5/6/7
KH2013:KH.C2.1088	ZC3HC1
KH2013:KH.C2.1025	SI:DKEY-241L7.6
KH2013:KH.C2.1053	KH2013:KH.C2.1053_WDR49/64
KH2013:KH.C2.1055	KH2013:KH.C2.1055_PLA2G1B
KH2013:KH.C2.526	SLC32A1
KH2013:KH.C2.985	KH2013:KH.C2.985
KH2013:KH.C2.324	NUP49/54/57
KH2013:KH.C2.550	POLR2D
KH2013:KH.C2.350	KH2013:KH.C2.350_NCOR1/2
KH2013:KH.C2.1020	KH2013:KH.C2.1020
KH2013:KH.C2.988	KH2013:KH.C2.988
KH2013:KH.C2.995	KH2013:KH.C2.995_MYH1/13/2/3/4/6/7/8
KH2013:KH.C2.66	FBXL13/14/2
KH2013:KH.C2.891	KH2013:KH.C2.891
KH2013:KH.C2.128	SDR39U1
KH2013:KH.C2.72	ADAM17
KH2013:KH.C2.1072	PHKA1/2
KH2013:KH.C2.845	KH2013:KH.C2.845
KH2013:KH.C2.498	FICD
KH2013:KH.C2.546	PFDN2
KH2013:KH.C2.303	KH2013:KH.C2.303_PSMD4
KH2013:KH.C2.473	KH2013:KH.C2.473_UXS1
KH2013:KH.C2.781	NFXL1
KH2013:KH.C2.898	CXORF22
KH2013:KH.C2.1044	KH2013:KH.C2.1044
KH2013:KH.C2.85	TMCO4
KH2013:KH.C2.978	KH2013:KH.C2.978_FUT8
KH2013:KH.C2.632	CSTF3
KH2013:KH.C2.610	KH2013:KH.C2.610_IRC24
KH2013:KH.C2.752	KH2013:KH.C2.752
KH2013:KH.C2.877	KH2013:KH.C2.877_DUR3
KH2013:KH.C2.346	KH2013:KH.C2.346_SPON1
KH2013:KH.C2.209	KH2013:KH.C2.209_CALM1/3
KH2013:KH.C2.938	KH2013:KH.C2.938
KH2013:KH.C2.1005	KH2013:KH.C2.1005
KH2013:KH.C2.944	DNAJC5B
KH2013:KH.C2.309	HINT2
KH2013:KH.C2.302	TUB
KH2013:KH.C2.875	KH2013:KH.C2.875_PSMD4
KH2013:KH.C2.509	RAB26/37
KH2013:KH.C2.719	USP22/3/44/51
KH2013:KH.C2.1100	KH2013:KH.C2.1100
KH2013:KH.C2.388	KH2013:KH.C2.388
KH2013:KH.C2.1049	CNPY3/4
KH2013:KH.C2.539	KH2013:KH.C2.539
KH2013:KH.C2.872	KH2013:KH.C2.872_GPA1
KH2013:KH.C2.715	KH2013:KH.C2.715
KH2013:KH.C2.168	LPIN/1/2/3
KH2013:KH.C2.358	KH2013:KH.C2.358
KH2013:KH.C2.374	KH2013:KH.C2.374
KH2013:KH.C2.416	KH2013:KH.C2.416
KH2013:KH.C2.400	VPS8
KH2013:KH.C2.656	KH2013:KH.C2.656_CYP4V2/3/7/8
KH2013:KH.C2.1000	POLR2H
KH2013:KH.C2.846	KH2013:KH.C2.846_F14B6.6
KH2013:KH.C2.828	PDCL
KH2013:KH.C2.153	KH2013:KH.C2.153_C14ORF166B
KH2013:KH.C2.549	ASL
KH2013:KH.C2.137	KCTD20
KH2013:KH.C2.650	UIF
KH2013:KH.C2.962	KH2013:KH.C2.962_FGFR2/3
KH2013:KH.C2.859	FUCA/1
KH2013:KH.C2.758	CAMK2D/1/2
KH2013:KH.C2.360	KH2013:KH.C2.360
KH2013:KH.C2.449	RTF1
KH2013:KH.C2.155	KH2013:KH.C2.155
KH2013:KH.C2.171	CCDC115
KH2013:KH.C2.654	DHX36
KH2013:KH.C2.884	MOGAT1/2
KH2013:KH.C2.507	CTRB1
KH2013:KH.C2.182	C19ORF45
KH2013:KH.C2.923	TSSC1
KH2013:KH.C2.860	AAGAB
KH2013:KH.C2.533	KH2013:KH.C2.533
KH2013:KH.C2.629	KH2013:KH.C2.629_FAM167A
KH2013:KH.C2.960	DIDO1
KH2013:KH.C2.504	KH2013:KH.C2.504_IGFALS
KH2013:KH.C2.595	ARHGAP18/28/40
KH2013:KH.C2.941	ARHGAP28/40
KH2013:KH.C2.338	CG5844
KH2013:KH.C2.161	NR1H4/5
KH2013:KH.C2.826	TCP11L1/2
KH2013:KH.C2.406	GLYR1
KH2013:KH.C2.353	FCHSD2
KH2013:KH.C2.75	IGF1
KH2013:KH.C2.866	KH2013:KH.C2.866
KH2013:KH.C2.1149	KH2013:KH.C2.1149_FBXW7
KH2013:KH.C2.74	KH2013:KH.C2.74_MCH4/5
KH2013:KH.C2.334	SLC35C1
KH2013:KH.C2.772	KH2013:KH.C2.772
KH2013:KH.C2.329	USP40
KH2013:KH.C2.622	KH2013:KH.C2.622
KH2013:KH.C2.1114	KH2013:KH.C2.1114
KH2013:KH.C2.1082	KH2013:KH.C2.1082
KH2013:KH.C2.332	GCLC
KH2013:KH.C2.289	KH2013:KH.C2.289_QDR1/2/3
KH2013:KH.C2.69	AQP1/2/4/5/6
KH2013:KH.C2.569	KH2013:KH.C2.569_NMUR1/2
KH2013:KH.C2.368	KH2013:KH.C2.368
KH2013:KH.C2.530	SMG6
KH2013:KH.C2.1096	ASPSCR1
KH2013:KH.C2.244	KH2013:KH.C2.244
KH2013:KH.C2.502	KH2013:KH.C2.502_CU694453.2
KH2013:KH.C2.119	CLEC-11
KH2013:KH.C2.269	CELF1/2
KH2013:KH.C2.813	KH2013:KH.C2.813
KH2013:KH.C2.581	KH2013:KH.C2.581
KH2013:KH.C2.1140	KH2013:KH.C2.1140
KH2013:KH.C2.336	BMP5/6/7
KH2013:KH.C2.759	C2ORF81
KH2013:KH.C2.874	KH2013:KH.C2.874_NRBF2
KH2013:KH.C2.393	GOT2
KH2013:KH.C2.399	KH2013:KH.C2.399
KH2013:KH.C2.503	LOXL2
KH2013:KH.C2.800	KH2013:KH.C2.800_FGFR2/3
KH2013:KH.C2.589	KH2013:KH.C2.589
KH2013:KH.C2.32	KH2013:KH.C2.32_AL954655.1/2/3/4/6/7
KH2013:KH.C2.1090	KH2013:KH.C2.1090
KH2013:KH.C2.115	KH2013:KH.C2.115
KH2013:KH.C2.602	KH2013:KH.C2.602_C5ORF4
KH2013:KH.C2.122	KH2013:KH.C2.122_C5ORF4
KH2013:KH.C2.1039	KH2013:KH.C2.1039
KH2013:KH.C2.404	PKD1L3
KH2013:KH.C2.485	KH2013:KH.C2.485
KH2013:KH.C2.814	SPATA5
KH2013:KH.C2.625	KH2013:KH.C2.625
KH2013:KH.C2.825	SPRY1/2/3/4
KH2013:KH.C2.419	KH2013:KH.C2.419_PSME3
KH2013:KH.C2.1150	KH2013:KH.C2.1150
KH2013:KH.C2.675	CCDC12
KH2013:KH.C2.340	KH2013:KH.C2.340_AL954655.1/2/3/4/6/7
KH2013:KH.C2.482	KH2013:KH.C2.482
KH2013:KH.C2.876	KH2013:KH.C2.876
KH2013:KH.C2.25	FANCD2
KH2013:KH.C2.807	KH2013:KH.C2.807
KH2013:KH.C2.281	KH2013:KH.C2.281
KH2013:KH.C2.585	MTERFD1
KH2013:KH.C2.1087	FITM1/2
KH2013:KH.C2.29	NSUN7
KH2013:KH.C2.232	PAOX
KH2013:KH.C2.481	SLC25A15/2
KH2013:KH.C2.469	SFRP2
KH2013:KH.C2.928	KH2013:KH.C2.928_Y19D10A.12
KH2013:KH.C2.322	VHA-1/2/3
KH2013:KH.C2.381	SI:CH211-161M3.4
KH2013:KH.C2.44	RRAGD
KH2013:KH.C2.339	RNF219
KH2013:KH.C2.343	KH2013:KH.C2.343
KH2013:KH.C2.917	HOXA5/6/7
KH2013:KH.C2.954	KH2013:KH.C2.954
KH2013:KH.C2.797	KH2013:KH.C2.797
KH2013:KH.C2.142	FRG1
KH2013:KH.C2.165	KH2013:KH.C2.165
KH2013:KH.C2.565	SPCS3
KH2013:KH.C2.189	KH2013:KH.C2.189
KH2013:KH.C2.1027	PTGR2
KH2013:KH.C2.787	KH2013:KH.C2.787
KH2013:KH.C2.958	RGS6/7
KH2013:KH.C2.789	ANAPC10
KH2013:KH.C2.662	LRPPRC
KH2013:KH.C2.837	CEP135
KH2013:KH.C2.1128	GUSB
KH2013:KH.C2.558	KH2013:KH.C2.558
KH2013:KH.C2.397	JLP1
KH2013:KH.C2.1063	CCDC134
KH2013:KH.C2.412	DBR1
KH2013:KH.C2.568	KH2013:KH.C2.568_GDF2
KH2013:KH.C2.1051	YOR111W
KH2013:KH.C2.463	PPME1
KH2013:KH.C2.521	CU896603.1
KH2013:KH.C2.363	CLYBL
KH2013:KH.C2.728	DDX56
KH2013:KH.C2.317	PGRMC1/2
KH2013:KH.C2.441	RRM1
KH2013:KH.C2.187	PAPSS/1/2
KH2013:KH.C2.1077	DHX33
KH2013:KH.C2.669	VCPIP1
KH2013:KH.C2.920	KH2013:KH.C2.920_YPC1
KH2013:KH.C2.614	ADA
KH2013:KH.C2.816	SLC10A7
KH2013:KH.C2.1123	THSD1
KH2013:KH.C2.754	KH2013:KH.C2.754_AASDH
KH2013:KH.C2.1105	KH2013:KH.C2.1105_ITLN1/2
KH2013:KH.C2.156	KH2013:KH.C2.156_PGP-1/9
KH2013:KH.C2.566	KH2013:KH.C2.566_PGP-1/9
KH2013:KH.C2.488	PRELID1
KH2013:KH.C2.1001	KH2013:KH.C2.1001
KH2013:KH.C2.299	KH2013:KH.C2.299_RGS3
KH2013:KH.C2.957	MSX1/2/3
KH2013:KH.C2.808	QARS
KH2013:KH.C2.733	KH2013:KH.C2.733
KH2013:KH.C2.817	SGSH
KH2013:KH.C2.678	BX510316.1
KH2013:KH.C2.686	ZDHHC16
KH2013:KH.C2.352	KH2013:KH.C2.352
KH2013:KH.C2.387	ARHGAP22/24/25
KH2013:KH.C2.446	GNPAT
KH2013:KH.C2.696	KH2013:KH.C2.696_F56H6.13/4
KH2013:KH.C2.1148	KH2013:KH.C2.1148
KH2013:KH.C2.196	KH2013:KH.C2.196
KH2013:KH.C2.867	KH2013:KH.C2.867
KH2013:KH.C2.984	KH2013:KH.C2.984
KH2013:KH.C2.126	MPHOSPH8
KH2013:KH.C2.113	KH2013:KH.C2.113_TECTA
KH2013:KH.C2.848	KH2013:KH.C2.848_TECTA
KH2013:KH.C2.464	KH2013:KH.C2.464
KH2013:KH.C2.524	KH2013:KH.C2.524
KH2013:KH.C2.384	KH2013:KH.C2.384_TMEM45B
KH2013:KH.C2.963	KH2013:KH.C2.963
KH2013:KH.C2.99	PRODH/2
KH2013:KH.C2.190	SIN3A
KH2013:KH.C2.628	DAPK1/2/3
KH2013:KH.C2.1086	KH2013:KH.C2.1086_RPN2
KH2013:KH.C2.682	DNALI1
KH2013:KH.C2.783	C8ORF34
KH2013:KH.C2.687	KH2013:KH.C2.687_VDR
KH2013:KH.C2.720	KH2013:KH.C2.720
KH2013:KH.C2.474	KH2013:KH.C2.474_PTPRA
KH2013:KH.C2.975	KH2013:KH.C2.975_PTPRA
KH2013:KH.C2.241	KH2013:KH.C2.241
KH2013:KH.C2.67	KH2013:KH.C2.67_A2LD1
KH2013:KH.C2.822	E2F/1/2/3
KH2013:KH.C2.1045	KH2013:KH.C2.1045
KH2013:KH.C2.731	KH2013:KH.C2.731_TECTA
KH2013:KH.C2.254	EPB41L5
KH2013:KH.C2.418	FUCA/1/2
KH2013:KH.C2.51	NCBP2
KH2013:KH.C2.788	KH2013:KH.C2.788
KH2013:KH.C2.434	CYP7A1
KH2013:KH.C2.1151	KH2013:KH.C2.1151
KH2013:KH.C2.937	KH2013:KH.C2.937
KH2013:KH.C2.535	KH2013:KH.C2.535
KH2013:KH.C2.287	KH2013:KH.C2.287_DSCAM/2/3/4
KH2013:KH.C2.1099	CLEC-174
KH2013:KH.C2.123	KH2013:KH.C2.123_EFCAB3
KH2013:KH.C2.795	POLR2L
KH2013:KH.C2.681	KH2013:KH.C2.681
KH2013:KH.C2.620	EIF2AK3
KH2013:KH.C2.147	KH2013:KH.C2.147
KH2013:KH.C2.1102	CARKD
KH2013:KH.C2.307	DPYSL2/3
KH2013:KH.C2.999	KH2013:KH.C2.999_FN1
KH2013:KH.C2.1134	KH2013:KH.C2.1134_F31D5.4/5
KH2013:KH.C2.1010	KH2013:KH.C2.1010_NPC2
KH2013:KH.C2.195	KH2013:KH.C2.195_GPR133
KH2013:KH.C2.348	OXR1
KH2013:KH.C2.458	IGBP1
KH2013:KH.C2.223	CAP1/2
KH2013:KH.C2.989	KH2013:KH.C2.989
KH2013:KH.C2.151	PAICS
KH2013:KH.C2.1147	KH2013:KH.C2.1147_ZGC:152830
KH2013:KH.C2.487	VF13D12L.3
KH2013:KH.C2.532	KH2013:KH.C2.532
KH2013:KH.C2.60	KDSR
KH2013:KH.C2.499	KH2013:KH.C2.499_NPC2
KH2013:KH.C2.1101	KH2013:KH.C2.1101
KH2013:KH.C2.110	KH2013:KH.C2.110_GST-11
KH2013:KH.C2.105	PTPRB
KH2013:KH.C2.617	KH2013:KH.C2.617
KH2013:KH.C2.852	KH2013:KH.C2.852_GST-11
KH2013:KH.C2.755	KH2013:KH.C2.755
KH2013:KH.C2.713	KH2013:KH.C2.713
KH2013:KH.C2.926	CG6154
KH2013:KH.C2.973	KH2013:KH.C2.973_MET31/32
KH2013:KH.C2.1006	CNOT4
KH2013:KH.C2.76	ARL5B
KH2013:KH.C2.106	SEPSECS
KH2013:KH.C2.376	UBTF
KH2013:KH.C2.41	APLF
KH2013:KH.C2.188	AIG1
KH2013:KH.C2.1060	CG17260
KH2013:KH.C2.1076	KH2013:KH.C2.1076
KH2013:KH.C2.369	ACTR6
KH2013:KH.C2.479	RDL2
KH2013:KH.C2.590	KH2013:KH.C2.590_MTBP
KH2013:KH.C2.677	KH2013:KH.C2.677_MTBP
KH2013:KH.C2.841	CG18853
KH2013:KH.C2.261	SI:CH1073-291C23.2
KH2013:KH.C2.4	KH2013:KH.C2.4_MS4A15/2
KH2013:KH.C2.312	KHK
KH2013:KH.C2.997	KH2013:KH.C2.997_DHDH
