counts	countsprimedCardiacPeaks	countsdenovoCardiacPeaks	countsprimedAsmPeaks	countsdenovoAsmPeaks	log2OddsRatioprimedCardiacPeaks	log2OddsRatiodenovoCardiacPeaks	log2OddsRatioprimedAsmPeaks	log2OddsRatiodenovoAsmPeaks	pprimedCardiacPeaks	pdenovoCardiacPeaks	pprimedAsmPeaks	pdenovoAsmPeaks	fdrprimedCardiacPeaks	fdrdenovoCardiacPeaks	fdrprimedAsmPeaks	fdrdenovoAsmPeaks
RARG_5	1017	0	0	0	2	-Inf	-Inf	-Inf	3.29952199583286	1	1	1	0.0224391216769338	1	1	1	0.982852002565929
RARG_6	1273	0	0	1	2	-Inf	-Inf	1.62096412875247	2.96888743217278	1	1	0.29135540938253	0.0340117888155628	1	1	1	0.982852002565929
RAX_1	1059	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RAXL1_1	515	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX2_1	1089	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX2_2	1175	0	0	1	0	-Inf	-Inf	1.7391126904031	-Inf	1	1	0.272109886828357	1	1	1	1	1
RFX3_1	1163	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX3_2	1187	0	0	2	0	-Inf	-Inf	2.8310534246376	-Inf	1	1	0.0391508638971054	1	1	1	0.625067475665568	1
RFX4_1	1253	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX4_2	1276	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX5_1	1079	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX5_2	1338	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX5_3	1338	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RORA_1	1180	0	0	1	1	-Inf	-Inf	1.73285522452482	1.95524764586127	1	1	0.273103493846186	0.241518368634943	1	1	1	1
RORA_2	893	0	0	1	0	-Inf	-Inf	2.14243094990418	-Inf	1	1	0.213973195109911	1	1	1	1	1
RXRA_1	1110	0	0	0	1	-Inf	-Inf	-Inf	2.04531282444169	1	1	1	0.228850384091486	1	1	1	1
RXRA_2	518	0	0	1	0	-Inf	-Inf	2.93790733268069	-Inf	1	1	0.129935946916321	1	1	1	1	1
RXRA_3	1102	0	0	0	1	-Inf	-Inf	-Inf	2.05595818472381	1	1	1	0.227390246148985	1	1	1	1
RXRA_4	535	0	0	1	0	-Inf	-Inf	2.8908791375132	-Inf	1	1	0.133920322104579	1	1	1	1	1
RXRB_1	1091	0	0	0	1	-Inf	-Inf	-Inf	2.07071988008459	1	1	1	0.225378389252386	1	1	1	1
RXRG_1	1113	0	0	0	1	-Inf	-Inf	-Inf	2.04134018510678	1	1	1	0.229397278801739	1	1	1	1
RXRG_2	544	0	0	1	0	-Inf	-Inf	2.86657763968409	-Inf	1	1	0.136022796435002	1	1	1	1	1
RXRG_3	1110	0	1	0	1	-Inf	3.30834723027549	-Inf	2.04531282444169	1	0.113020815442721	1	0.228850384091486	1	0.923334640493887	1	1
RXRG_4	706	0	0	1	0	-Inf	-Inf	2.48630233748793	-Inf	1	1	0.173062258603661	1	1	1	1	1
SHOX_1	684	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SHOX2_1	792	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SMAD3_1	491	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX2_1	1198	0	0	0	2	-Inf	-Inf	-Inf	3.05846447324958	1	1	1	0.0304161786723001	1	1	1	0.982852002565929
SOX2_2	699	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX2_3	722	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX2_4	1316	0	0	0	1	-Inf	-Inf	-Inf	1.79429734550051	1	1	1	0.265583011409277	1	1	1	1
SOX2_5	766	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX2_6	871	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX8_1	1582	0	0	0	2	-Inf	-Inf	-Inf	2.64721486253669	1	1	1	0.0504661124534694	1	1	1	1
SOX8_2	748	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX8_3	1330	0	1	1	0	-Inf	3.04169620086935	1.55626937369911	-Inf	1	0.134105112019268	0.302329688562758	1	1	0.974628003066221	1	1
SOX8_4	846	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX8_5	847	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX8_6	1388	0	1	0	0	-Inf	2.97858601349898	-Inf	-Inf	1	0.139593576794904	1	1	1	0.975240932793184	1	1
SOX8_7	707	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SOX8_8	1025	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SPDEF_1	1062	0	0	1	0	-Inf	-Inf	1.88795530136412	-Inf	1	1	0.249313447744764	1	1	1	1	1
SPDEF_2	679	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SPDEF_3	976	1	0	1	0	4.23443137848384	-Inf	2.01203895714739	-Inf	0.0678084866726221	1	0.231519275772085	1	1	1	1	1
SPDEF_4	1000	0	0	1	0	-Inf	-Inf	1.97636363573276	-Inf	1	1	0.236524288629092	1	1	1	1	1
SPDEF_5	689	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SPDEF_6	1305	1	0	1	0	3.80669672822307	-Inf	1.58430430688662	-Inf	0.0898692303179316	1	0.297536084047303	1	1	1	1	1
SREBF2_1	2386	0	0	3	0	-Inf	-Inf	2.49236359938051	-Inf	1	1	0.0238329102731436	1	1	1	0.598008916378821	1
TBX1_1	1341	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX1_2	641	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX1_3	1375	1	0	0	1	3.72947037452488	-Inf	-Inf	1.72947037452488	0.0945120260985305	1	1	0.275801957291243	1	1	1	1
TBX1_4	785	1	0	0	0	4.55361095220219	-Inf	-Inf	-Inf	0.0548185989006544	1	1	1	1	1	1	1
TBX1_5	781	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX19_1	809	1	0	0	0	4.50953769984504	-Inf	-Inf	-Inf	0.0564582485756834	1	1	1	1	1	1	1
TBX20_1	1249	0	0	1	0	-Inf	-Inf	1.64905457411057	-Inf	1	1	0.286686635572157	1	1	1	1	1
TBX20_2	795	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX20_3	1529	1	0	0	0	3.57224727394504	-Inf	-Inf	-Inf	0.104663635159371	1	1	1	1	1	1	1
TBX20_4	1386	1	0	0	1	3.71768466457502	-Inf	-Inf	1.71768466457502	0.0952399900827385	1	1	0.277692605617005	1	1	1	1
TBX20_5	1318	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX2_1	1296	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX2_2	1588	1	0	0	0	3.51606385354077	-Inf	-Inf	-Inf	0.108530182400952	1	1	1	1	1	1	1
TBX4_1	1657	1	0	0	0	3.45287354201584	-Inf	-Inf	-Inf	0.113036174222281	1	1	1	1	1	1	1
TBX4_2	1072	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBX5_1	1303	1	0	0	0	3.80896211767083	-Inf	-Inf	-Inf	0.0897363172165844	1	1	1	1	1	1	1
TBX5_2	951	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TCF3_1	1110	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TCF4_1	1083	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TCF4_2	1083	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TEF_1	2414	0	0	4	0	-Inf	-Inf	3.01534796433344	-Inf	1	1	0.00318914060648776	1	1	1	0.345702841743273	1
TEF_2	1357	0	1	3	0	-Inf	3.01199021429231	3.33391830917967	-Inf	1	0.136663705226998	0.00517111990346282	1	1	0.974628003066221	0.350343373459606	1
TFAP2B_1	912	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TFAP2B_2	786	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TFAP2B_3	462	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TFAP4_1	1453	1	0	0	0	3.64780916172054	-Inf	-Inf	-Inf	0.0996644783156407	1	1	1	1	1	1	1
TFAP4_2	1316	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TFE3_1	2834	1	0	2	1	2.64706990927899	-Inf	1.53159269185906	0.647069909278993	0.187300591913432	1	0.173777950342527	0.490377953176707	1	1	1	1
TFEB_1	2883	0	0	2	1	-Inf	-Inf	1.50553360144716	0.621010818867097	1	1	0.178514997745404	0.496440731761545	1	1	1	1
TFEC_1	2552	0	0	3	0	-Inf	-Inf	2.39086301152503	-Inf	1	1	0.028392271125951	1	1	1	0.598008916378821	1
UNCX_1	1019	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
UNCX_2	684	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
USF1_1	2736	1	0	2	1	2.70049379926272	-Inf	1.58501658184278	0.700493799262718	0.181301875779509	1	0.164380761165715	0.478049758441146	1	1	1	1
VSX2_1	285	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Alx1_1	964	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Alx1_2	817	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Alx4_1	873	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Arx_1	824	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Ascl2_1	1461	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Dbp_1	2894	0	0	4	0	-Inf	-Inf	2.7407493227174	-Inf	1	1	0.006102424668544	1	1	1	0.367501574483427	1
Dlx1_1	1021	1	0	0	0	4.16822313872474	-Inf	-Inf	-Inf	0.0708493408362354	1	1	1	1	1	1	1
Dlx2_1	1271	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Elf5_1	1163	0	1	1	1	-Inf	3.23966440015512	1.75423757298488	1.97662999432133	1	0.11813891774499	0.269720055655827	0.238459644209883	1	0.923334640493887	1	1
Elk3_1	975	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Foxc1_1	3064	0	1	1	0	-Inf	1.79128362606368	0.305856798893433	-Inf	1	0.286138675644755	0.569469001412683	1	1	1	1	1
Foxc1_2	5297	1	0	2	2	1.67641977226972	-Inf	0.560942554849789	0.801950654353583	0.327536289394058	1	0.420929017790925	0.351277530579912	1	1	1	1
Foxg1_1	2018	0	0	1	0	-Inf	-Inf	0.936528717792623	-Inf	1	1	0.422868798070157	1	1	1	1	1
Foxg1_2	894	1	1	0	0	4.36318257774154	3.62621698357533	-Inf	-Inf	0.0622481893586236	0.0919053552850507	1	1	1	0.923334640493887	1	1
Foxg1_3	4661	0	2	4	1	-Inf	2.46387068380379	2.0044390651665	-0.121091816917362	1	0.0826707127631426	0.0308934495546254	0.67630232904177	1	0.923334640493887	0.598008916378821	1
Foxj3_1	995	1	0	0	0	4.20611856018801	-Inf	-Inf	-Inf	0.0690933118393825	1	1	1	1	1	1	1
Foxj3_2	2748	0	1	0	1	-Inf	1.95688991402096	-Inf	0.693855508187162	1	0.26022926534159	1	0.479573984956998	1	1	1	1
Foxj3_3	2078	0	1	0	1	-Inf	2.37808431631513	-Inf	1.11504991048134	1	0.202695077817201	1	0.387875999560139	1	1	1	1
Foxj3_4	2925	0	1	1	0	-Inf	1.86204016720156	0.376613340031317	-Inf	1	0.274836595966187	0.552223872379507	1	1	1	1	1
Foxk1_1	974	1	1	0	0	4.2374431061386	3.5004775119724	-Inf	-Inf	0.0676731645938986	0.0997741985009037	1	1	1	0.923334640493887	1	1
Foxk1_2	4661	0	2	4	1	-Inf	2.46387068380379	2.0044390651665	-0.121091816917362	1	0.0826707127631426	0.0308934495546254	0.67630232904177	1	0.923334640493887	0.598008916378821	1
Hlf_1	2861	0	0	3	0	-Inf	-Inf	2.21762106019091	-Inf	1	1	0.0380615560850342	1	1	1	0.625067475665568	1
Hnf4a_1	904	0	2	0	1	-Inf	4.93183573681321	-Inf	2.34687323609206	1	0.00372818079059815	1	0.190428331790988	1	0.487108442393505	1	1
Hoxa2_1	1059	0	0	1	0	-Inf	-Inf	1.89211512844759	-Inf	1	1	0.248699249686863	1	1	1	1	1
Hoxc10_1	1465	0	0	0	1	-Inf	-Inf	-Inf	1.63562630413192	1	1	1	0.291137617673109	1	1	1	1
Hoxc10_2	1782	0	0	1	1	-Inf	-Inf	1.12224057009907	1.34463299143552	1	1	0.383903334261974	0.34279784143157	1	1	1	1
Hoxd3_1	1115	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Hoxd9_1	1123	0	0	0	2	-Inf	-Inf	-Inf	3.15370429033529	1	1	1	0.0269877949951949	1	1	1	0.982852002565929
Hoxd9_2	1609	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Hoxd9_3	1373	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Irx3_1	1078	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Jdp2_1	717	1	0	0	0	4.68610325648588	-Inf	-Inf	-Inf	0.0501613186682043	1	1	1	1	1	1	1
Jdp2_2	6654	0	1	5	1	-Inf	0.571340149399705	1.89326824428707	-0.691694256434088	1	0.531260375586136	0.0253088171480471	0.806370651538048	1	1	0.598008916378821	1
Klf12_1	1318	0	0	1	0	-Inf	-Inf	1.56966136383255	-Inf	1	1	0.300032581535342	1	1	1	1	1
Lhx4_1	717	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Meis2_1	1603	0	2	1	1	-Inf	4.0870657291427	1.27971080708509	1.50210322842154	1	0.0113414855407218	0.352726348553489	0.314070996100373	1	0.614708516307122	1	1
Meis2_2	1006	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Meis3_1	1603	0	2	1	1	-Inf	4.0870657291427	1.27971080708509	1.50210322842154	1	0.0113414855407218	0.352726348553489	0.314070996100373	1	0.614708516307122	1	1
Meis3_2	944	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Msx3_1	1151	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Msx3_2	792	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Nr2f6_1	1003	0	0	2	0	-Inf	-Inf	3.07887866766228	-Inf	1	1	0.0287496132162294	1	1	1	0.598008916378821	1
Nr2f6_2	1098	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Otx1_1	1079	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Otx1_2	1177	0	0	1	0	-Inf	-Inf	1.73660658301977	-Inf	1	1	0.272507481653558	1	1	1	1	1
Pknox2_1	939	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Prrx2_1	684	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Rara_1	1134	0	1	0	1	-Inf	3.27685636041566	-Inf	2.01382195458187	1	0.115341504641329	1	0.23321552870529	1	0.923334640493887	1	1
Rara_2	1125	0	0	0	1	-Inf	-Inf	-Inf	2.02555384045888	1	1	1	0.23158127940052	1	1	1	1
Rara_3	937	0	1	2	0	-Inf	3.55731840910984	3.17880678585611	-Inf	1	0.0961419514486739	0.0253442605901591	1	1	0.923334640493887	0.598008916378821	1
Rarb_1	977	0	0	2	0	-Inf	-Inf	3.11745056985887	-Inf	1	1	0.0273867903292446	1	1	1	0.598008916378821	1
Rarb_2	1162	0	1	1	2	-Inf	3.24093169366537	1.75550486649512	3.10342816991543	1	0.118042578090688	0.269520572852754	0.0287493208985956	1	0.923334640493887	1	0.982852002565929
Rarb_3	1270	0	0	0	1	-Inf	-Inf	-Inf	1.84683942533245	1	1	1	0.257523534720852	1	1	1	1
Rarg_1	977	0	0	1	0	-Inf	-Inf	2.01053536594236	-Inf	1	1	0.231728427908809	1	1	1	1	1
Rarg_2	1082	0	0	0	2	-Inf	-Inf	-Inf	3.20843742701395	1	1	1	0.0251864402739149	1	1	1	0.982852002565929
Rarg_3	1117	0	1	1	1	-Inf	3.29909402680938	1.81366719963914	2.03605962097559	1	0.113698206551482	0.260491026570936	0.230125914836263	1	0.923334640493887	1	1
Rfx2_1	1171	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Rfx2_2	1192	0	0	1	0	-Inf	-Inf	1.71794252810642	-Inf	1	1	0.275482988188598	1	1	1	1	1
Rfx3_1	1217	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Rxra_1	1099	0	1	0	1	-Inf	3.3230041356623	-Inf	2.0599697298285	1	0.11195547205056	1	0.226842036788613	1	0.923334640493887	1	1
Rxra_2	454	0	0	1	0	-Inf	-Inf	3.12982766995875	-Inf	1	1	0.114781989771117	1	1	1	1	1
Rxrb_1	1099	0	1	0	1	-Inf	3.3230041356623	-Inf	2.0599697298285	1	0.11195547205056	1	0.226842036788613	1	0.923334640493887	1	1
Shox2_1	684	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Srebf1_1	2277	0	0	3	0	-Inf	-Inf	2.562748540692	-Inf	1	1	0.0210800800569243	1	1	1	0.598008916378821	1
Tcfap2a_1	885	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Tcfap2a_2	851	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Tcfap2a_3	477	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Uncx_1	1025	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Uncx_2	1153	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
Vsx1_1	515	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
AHR_si	1689	0	0	1	0	-Inf	-Inf	1.20203701605175	-Inf	1	1	0.36788455945546	1	1	1	1	1
ALX1_si	956	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
AP2B_f1	976	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
AP2D_f1	1131	0	0	1	1	-Inf	-Inf	1.79532999750946	2.01772241884591	1	1	0.263311321094194	0.232671135759995	1	1	1	1
ARNT2_si	1534	1	0	1	0	3.56740498237893	-Inf	1.34501256104248	-Inf	0.104991795533157	1	0.340319955454758	1	1	1	1	1
ARNT_f1	1472	0	0	1	1	-Inf	-Inf	1.40617198794906	1.62856440928551	1	1	0.328983218111856	0.292317736263536	1	1	1	1
ATF1_si	7725	0	1	7	1	-Inf	0.324428465877822	2.45371148282279	-0.938605939955972	1	0.588986619318168	0.00218073351391845	0.854354088170348	1	1	0.308169490376538	1
BARX2_si	1128	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
BMAL1_f1	2249	0	1	2	0	-Inf	2.25942154455395	1.88090992130022	-Inf	1	0.217721825888928	0.119566225328441	1	1	1	1	1
BRAC_si	930	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
CDC5L_si	994	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
CDX1_f1	675	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
CDX2_f1	861	0	0	0	2	-Inf	-Inf	-Inf	3.54383733910459	1	1	1	0.0164105240493184	1	1	1	0.982852002565929
COT1_f1	1072	0	1	0	0	-Inf	3.35959879033743	-Inf	-Inf	1	0.109336016607202	1	1	1	0.923334640493887	1	1
COT1_si	1041	0	1	0	1	-Inf	3.4027462879199	-Inf	2.1397118820861	1	0.10632055649793	1	0.216172491002893	1	0.923334640493887	1	1
COT2_f1	905	0	1	0	1	-Inf	3.60828647972356	-Inf	2.34525207388977	1	0.092990707590658	1	0.190619040153375	1	0.923334640493887	1	1
COT2_f2	1096	0	0	0	2	-Inf	-Inf	-Inf	3.18952290309012	1	1	1	0.0257956570565889	1	1	1	0.982852002565929
CREB1_f1	8631	0	1	8	1	-Inf	0.137153980287652	2.65172715311741	-1.12588042554614	1	0.633074635121616	0.000726008835680746	0.886100712392613	1	1	0.308169490376538	1
CREM_f1	6788	0	1	4	1	-Inf	0.538659607717665	1.40115608396773	-0.724374798116129	1	0.538832607526401	0.0982109151186515	0.813084593021367	1	1	1	1
CRX_si	785	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
DBP_si	1212	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
DLX2_f1	1653	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
DLX3_do	1048	1	0	0	0	4.12985976989007	-Inf	-Inf	-Inf	0.0726702786509082	1	1	1	1	1	1	1
EHF_si	1239	0	0	0	1	-Inf	-Inf	-Inf	1.88330732962956	1	1	1	0.252046184774279	1	1	1	1
ELF1_f1	1254	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ELF2_f1	984	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ELF3_f1	1425	0	0	0	1	-Inf	-Inf	-Inf	1.67662109862298	1	1	1	0.284359161621493	1	1	1	1
ELF5_f1	1350	0	1	0	0	-Inf	3.01963602742676	-Inf	-Inf	1	0.136000972006642	1	1	1	0.974628003066221	1	1
ELK1_f1	1064	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ELK3_f1	1026	1	1	0	0	4.16104427828649	3.42407868412029	-Inf	-Inf	0.0711867536914229	0.104858411529585	1	1	1	0.923334640493887	1	1
ELK4_f1	1045	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
EPAS1_si	1579	1	0	2	0	3.52450180963086	-Inf	2.40902459221092	-Inf	0.107941181128118	1	0.0652590597545503	1	1	1	0.803872963340142	1
ERG_f1	1077	0	0	0	1	-Inf	-Inf	-Inf	2.08971992327368	1	1	1	0.222810850129241	1	1	1	1
ETS2_f1	1231	0	0	1	1	-Inf	-Inf	1.67047073519522	1.89286315653167	1	1	0.283166232315424	0.25062663308429	1	1	1	1
ETV4_f1	985	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ETV5_f1	1195	0	0	1	1	-Inf	-Inf	1.71423730487958	1.93662972621603	1	1	0.276076724783808	0.244207821383959	1	1	1	1
FEV_f1	1155	0	0	0	1	-Inf	-Inf	-Inf	1.98679834963563	1	1	1	0.237016308255503	1	1	1	1
FLI1_f1	1290	0	0	0	1	-Inf	-Inf	-Inf	1.82377042170348	1	1	1	0.261037633872408	1	1	1	1
FOXA1_f1	2858	0	3	2	0	-Inf	4.21921594978705	1.51877623164596	-Inf	1	0.0023526057208239	0.176095072098211	1	1	0.487108442393505	1	1
FOXA3_f1	3056	0	1	2	0	-Inf	1.79527302204885	1.41676139879512	-Inf	1	0.28549220246225	0.195421930183991	1	1	1	1	1
FOXC1_f1	2341	0	1	3	0	-Inf	2.19911297916452	2.52104107405188	-Inf	1	0.225708248434171	0.0226733275492429	1	1	1	0.598008916378821	1
FOXC2_f1	1946	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
FOXD3_f1	3085	0	0	3	1	-Inf	-Inf	2.10278606207469	0.51782356135353	1	1	0.0460267336219203	0.520737963355951	1	1	0.650597634835023	1
FOXF1_f1	3270	0	1	2	0	-Inf	1.69179366578165	1.31328204252792	-Inf	1	0.302618294147645	0.216665312523037	1	1	1	1	1
FOXF2_f1	2869	0	3	3	0	-Inf	4.21337574502305	2.21337574502305	-Inf	1	0.0023787987539818	0.0383322637771273	1	1	0.487108442393505	0.625067475665568	1
FOXI1_f1	1577	1	0	0	0	3.52638325198328	-Inf	-Inf	-Inf	0.107810252329865	1	1	1	1	1	1	1
FOXJ2_f1	3181	0	0	2	0	-Inf	-Inf	1.35552115539288	-Inf	1	1	0.207791789913537	1	1	1	1	1
FOXJ3_f2	3348	1	2	2	1	2.39261834615265	2.97758084687381	1.27714112873272	0.392618346152653	0.218225197625652	0.0454808940988415	0.224481229143093	0.550751470799858	1	0.923334640493887	1	1
FOXJ3_si	3412	0	0	3	1	-Inf	-Inf	1.94851102076455	0.363548520043398	1	1	0.0590685249881943	0.557787749460438	1	1	0.790712505068784	1
FOXM1_f1	3080	0	0	1	0	-Inf	-Inf	0.297907362520267	-Inf	1	1	0.571413765581161	1	1	1	1	1
FOXP2_si	3159	0	1	2	1	-Inf	1.74464497329104	1.36613335003731	0.481610567457245	1	0.293778358701303	0.205606406339402	0.529364679561668	1	1	1	1
FOXQ1_f1	2421	1	0	2	1	2.88545152184323	-Inf	1.7699743044233	0.885451521843232	0.161795173386395	1	0.134988682561306	0.436534182744706	1	1	1	1
GABPA_f1	1089	0	0	1	0	-Inf	-Inf	1.8510270679927	-Inf	1	1	0.254820180098564	1	1	1	1	1
GATA1_si	867	1	0	0	0	4.40813096034444	-Inf	-Inf	-Inf	0.0604119278856217	1	1	1	1	1	1	1
GATA3_si	643	1	0	0	0	4.8451843559413	-Inf	-Inf	-Inf	0.0450735684440149	1	1	1	1	1	1	1
GATA4_f1	1159	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
GATA5_f1	739	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
GATA6_f2	2103	0	0	0	1	-Inf	-Inf	-Inf	1.09712879408661	1	1	1	0.391549455978415	1	1	1	1
HES1_f1	1758	0	0	0	1	-Inf	-Inf	-Inf	1.36483267831376	1	1	1	0.339011761585005	1	1	1	1
HEY2_f1	1544	0	0	2	0	-Inf	-Inf	2.44228902798977	-Inf	1	1	0.0627318039076711	1	1	1	0.790712505068784	1
